关卡ID,关卡名称,随机元素种类（至少3色）,消除目标,关卡步数,3星要求,金币奖励,棋盘形状64位掩码,首次通关道具奖励
738,738,cake01|cake08|cake03|cake02,cake02-47,27,2350|2350|7050,160|160|470,0111111000111100000110000001100000011000000110000011110001111110,none
739,739,cake06|cake01|cake05|cake03,cake01-16|cake06-16|cake05-16,27,2400|2400|7200,160|160|480,1100001111000011110000111111111111111111110000111100001111000011,none
740,740,cake08|cake06|cake01|cake07|cake02,cake06-16|cake01-16|cake08-16,27,2400|2400|7200,160|160|480,1111100011111100011111100011111100011111000011110000011100000011,none
741,741,cake06|cake04|cake01|cake05|cake03|cake02|cake08,cake04-16|cake02-16|cake08-16,27,2400|2400|7200,160|160|480,1111000011110000111100000000000000000000000011110000111100001111,none
742,742,cake04|cake07|cake03|cake02|cake05|cake08,cake07-16|cake08-16|cake05-16,27,2400|2400|7200,160|160|480,0111111011111111111111111111111111111111111111111111111101111110,none
743,743,cake06|cake08|cake02|cake03,cake03-16|cake02-16|cake08-16,27,2400|2400|7200,160|160|480,0001100000111100011111101111111111111111011111100011110000011000,none
744,744,cake06|cake01|cake05|cake02|cake07,cake02-16|cake05-16|cake01-16,27,2400|2400|7200,160|160|480,0011110000111100111111111111111111111111111111110011110000111100,none
745,745,cake01|cake08|cake04|cake02|cake03|cake06|cake07,cake08-16|cake07-16|cake06-16,27,2400|2400|7200,160|160|480,0011110001111110111111111110011111100111111111110111111000111100,none
746,746,cake04|cake02|cake05|cake06|cake03|cake08,cake04-16|cake08-16|cake05-16,27,2400|2400|7200,160|160|480,0111111000111100000110000001100000011000000110000011110001111110,none
747,747,cake05|cake08|cake04|cake01,cake01-23|cake05-26,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
748,748,cake05|cake07|cake06|cake08|cake01|cake04,cake08-24|cake05-25,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
749,749,cake07|cake06|cake04|cake02|cake05|cake08,cake08-25|cake02-24,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
750,750,cake06|cake04|cake03|cake05,cake04-25|cake05-25,28,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
751,751,cake02|cake08|cake01|cake03|cake07|cake06,cake07-17|cake02-16|cake08-16,28,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
752,752,cake08|cake04|cake06|cake07,cake06-17|cake08-16|cake04-16,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
753,753,cake04|cake08|cake01,cake08-35,4,1750|1750|5250,120|120|350,0011110001111110111111111110011111100111111111110111111000111100,none
754,754,cake08|cake05|cake01,cake08-50,4,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
755,755,cake08|cake07|cake06,cake07-50,6,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
756,756,cake07|cake04|cake06,cake06-50,6,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
757,757,cake03|cake06|cake05,cake05-24|cake06-25,6,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
758,758,cake04|cake03|cake02,cake03-25|cake02-24,6,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
759,759,cake07|cake08|cake01,cake07-25|cake01-25,6,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
760,760,cake07|cake01|cake08|cake02|cake03|cake05|cake06,cake07-26,15,1300|1300|3900,90|90|260,0011110000111100111111111111111111111111111111110011110000111100,none
761,761,cake05|cake07|cake08|cake02,cake05-47,27,2350|2350|7050,160|160|470,0011110001111110111111111110011111100111111111110111111000111100,none
762,762,cake03|cake07|cake01|cake08|cake04|cake02|cake06,cake02-16|cake03-16|cake08-16,27,2400|2400|7200,160|160|480,0111111000111100000110000001100000011000000110000011110001111110,none
763,763,cake05|cake03|cake07|cake02|cake04|cake06,cake07-16|cake06-16|cake04-16,27,2400|2400|7200,160|160|480,1100001111000011110000111111111111111111110000111100001111000011,none
764,764,cake02|cake06|cake05|cake03|cake07,cake07-16|cake02-16|cake05-16,27,2400|2400|7200,160|160|480,1111100011111100011111100011111100011111000011110000011100000011,none
765,765,cake06|cake01|cake03|cake05|cake07|cake04|cake08,cake06-16|cake03-16|cake01-16,27,2400|2400|7200,160|160|480,1111000011110000111100000000000000000000000011110000111100001111,none
766,766,cake03|cake04|cake06|cake01|cake08|cake07,cake01-16|cake07-16|cake06-16,27,2400|2400|7200,160|160|480,0111111011111111111111111111111111111111111111111111111101111110,none
767,767,cake06|cake01|cake02|cake03|cake05|cake04|cake08,cake08-16|cake05-16|cake02-16,27,2400|2400|7200,160|160|480,0001100000111100011111101111111111111111011111100011110000011000,none
768,768,cake07|cake01|cake03|cake05|cake04|cake06|cake02,cake05-50,28,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
769,769,cake06|cake04|cake03|cake05|cake08|cake01,cake06-50,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
770,770,cake04|cake06|cake02|cake08|cake05|cake03|cake07,cake07-50,28,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
771,771,cake04|cake01|cake03|cake02|cake06,cake06-50,28,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
772,772,cake02|cake04|cake03|cake01|cake08,cake03-50,28,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
773,773,cake01|cake08|cake04|cake03|cake06|cake02,cake08-24|cake04-25,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
774,774,cake01|cake06|cake08|cake02|cake03,cake06-25|cake03-24,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
775,775,cake01|cake05|cake04|cake03|cake07,cake07-24|cake01-25,28,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
776,776,cake08|cake05|cake01|cake06|cake02|cake03,cake02-24|cake06-25,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
777,777,cake03|cake07|cake06|cake08|cake02|cake05|cake01,cake01-16|cake02-17|cake05-16,28,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
778,778,cake05|cake07|cake01,cake05-36,4,1800|1800|5400,120|120|360,0111111000111100000110000001100000011000000110000011110001111110,none
779,779,cake05|cake03|cake07,cake03-33,6,1650|1650|4950,110|110|330,1100001111000011110000111111111111111111110000111100001111000011,none
780,780,cake01|cake03|cake02,cake03-50,6,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
781,781,cake07|cake04|cake05,cake04-50,6,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
782,782,cake08|cake02|cake03,cake08-25|cake02-24,6,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
783,783,cake04|cake06|cake03,cake06-24|cake03-25,6,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
784,784,cake08|cake01|cake05,cake01-25|cake05-25,6,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
785,785,cake03|cake07|cake04,cake03-25|cake07-25,6,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
786,786,cake04|cake05|cake01|cake08|cake02,cake08-29,17,1450|1450|4350,100|100|290,0111111000111100000110000001100000011000000110000011110001111110,none
787,787,cake01|cake05|cake08|cake06|cake03|cake02,cake01-47,27,2350|2350|7050,160|160|470,1100001111000011110000111111111111111111110000111100001111000011,none
788,788,cake05|cake07|cake08|cake06|cake01,cake05-16|cake07-16|cake01-16,27,2400|2400|7200,160|160|480,1111100011111100011111100011111100011111000011110000011100000011,none
789,789,cake05|cake02|cake03|cake07|cake01,cake05-16|cake02-16|cake07-16,27,2400|2400|7200,160|160|480,1111000011110000111100000000000000000000000011110000111100001111,none
790,790,cake06|cake02|cake03|cake04|cake07|cake08|cake01,cake06-16|cake04-16|cake07-16,27,2400|2400|7200,160|160|480,0111111011111111111111111111111111111111111111111111111101111110,none
791,791,cake04|cake02|cake05|cake07|cake06|cake03,cake03-50,28,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
792,792,cake02|cake06|cake05|cake04|cake03|cake01|cake08,cake02-50,28,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
793,793,cake06|cake03|cake08|cake02,cake08-25|cake06-24,28,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
794,794,cake05|cake06|cake02|cake03,cake05-25|cake02-24,28,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
795,795,cake02|cake05|cake06|cake08|cake04|cake01|cake07,cake02-24|cake05-25,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
796,796,cake07|cake05|cake03|cake01|cake04|cake08|cake02,cake04-24|cake01-25,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
797,797,cake05|cake01|cake06|cake07,cake05-25|cake06-24,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
798,798,cake04|cake01|cake02|cake03|cake08|cake06|cake05,cake08-25|cake01-24,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
799,799,cake07|cake03|cake01|cake08|cake06|cake05|cake02,cake02-25|cake05-24,28,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
800,800,cake02|cake08|cake03|cake07|cake05|cake01|cake06,cake01-25|cake07-24,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
801,801,cake05|cake01|cake06|cake04|cake08|cake02|cake07,cake08-25|cake05-25,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
802,802,cake04|cake03|cake06|cake08|cake07|cake05,cake04-16|cake07-17|cake06-16,28,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
803,803,cake07|cake05|cake01,cake05-25,4,1250|1250|3750,85|85|250,1100001111000011110000111111111111111111110000111100001111000011,none
804,804,cake03|cake02|cake01,cake03-47,4,2350|2350|7050,160|160|470,1111100011111100011111100011111100011111000011110000011100000011,none
805,805,cake02|cake08|cake01,cake08-50,4,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
806,806,cake04|cake02|cake01,cake02-50,4,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
807,807,cake02|cake04|cake03,cake03-50,6,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
808,808,cake03|cake01|cake05,cake05-50,6,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
809,809,cake07|cake06|cake08,cake08-50,6,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
810,810,cake03|cake02|cake05,cake02-26|cake03-23,6,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
811,811,cake03|cake05|cake04,cake05-25|cake04-24,6,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
812,812,cake08|cake02|cake04,cake04-25|cake02-24,6,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
813,813,cake04|cake06|cake02|cake08,cake04-34,19,1700|1700|5100,115|115|340,1111000011110000111100000000000000000000000011110000111100001111,none
814,814,cake05|cake01|cake04|cake06|cake03|cake02|cake08,cake01-16|cake08-16|cake05-16,27,2400|2400|7200,160|160|480,0111111011111111111111111111111111111111111111111111111101111110,none
815,815,cake04|cake05|cake08|cake01|cake06|cake02,cake04-16|cake05-16|cake02-16,27,2400|2400|7200,160|160|480,0001100000111100011111101111111111111111011111100011110000011000,none
816,816,cake03|cake02|cake01|cake04,cake01-50,28,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
817,817,cake06|cake05|cake08|cake07|cake02|cake03,cake03-50,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
818,818,cake02|cake01|cake03|cake05|cake06|cake04|cake08,cake08-50,28,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
819,819,cake07|cake03|cake01|cake04|cake08|cake05|cake06,cake05-50,28,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
820,820,cake05|cake07|cake03|cake04|cake02|cake06,cake03-50,28,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
821,821,cake08|cake03|cake07|cake04,cake03-24|cake07-25,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
822,822,cake02|cake05|cake07|cake06|cake03|cake04,cake03-25|cake06-24,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
823,823,cake08|cake04|cake02|cake07|cake06|cake03|cake05,cake07-24|cake06-25,28,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
824,824,cake07|cake05|cake06|cake01|cake04,cake05-25|cake01-24,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
825,825,cake05|cake04|cake03|cake08|cake07,cake05-25|cake08-24,28,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
826,826,cake01|cake05|cake03|cake04|cake02|cake07|cake08,cake05-25|cake07-25,28,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
827,827,cake05|cake02|cake01|cake08,cake01-16|cake08-17|cake02-16,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
828,828,cake03|cake07|cake01,cake07-46,4,2300|2300|6900,155|155|460,1111100011111100011111100011111100011111000011110000011100000011,none
829,829,cake05|cake03|cake01,cake05-50,4,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
830,830,cake04|cake01|cake02,cake01-50,4,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
831,831,cake01|cake02|cake04,cake04-50,6,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
832,832,cake01|cake07|cake06,cake07-25|cake01-24,6,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
833,833,cake06|cake04|cake01,cake04-24|cake01-25,6,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
834,834,cake03|cake01|cake04,cake01-25|cake04-24,6,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
835,835,cake08|cake07|cake05|cake02|cake04|cake06,cake05-24|cake06-24,27,2400|2400|7200,160|160|480,1100001111000011110000111111111111111111110000111100001111000011,none
836,836,cake08|cake04|cake03|cake01,cake01-15|cake04-17|cake03-16,27,2400|2400|7200,160|160|480,1111100011111100011111100011111100011111000011110000011100000011,none
837,837,cake08|cake01|cake02|cake07|cake05|cake03|cake04,cake07-16|cake01-16|cake02-16,27,2400|2400|7200,160|160|480,1111000011110000111100000000000000000000000011110000111100001111,none
838,838,cake07|cake05|cake08|cake01|cake03|cake04,cake03-16|cake08-16|cake04-16,27,2400|2400|7200,160|160|480,0111111011111111111111111111111111111111111111111111111101111110,none
839,839,cake04|cake07|cake05|cake08|cake03|cake01|cake06,cake08-16|cake06-16|cake05-16,27,2400|2400|7200,160|160|480,0001100000111100011111101111111111111111011111100011110000011000,none
840,840,cake02|cake06|cake04|cake07|cake05,cake02-50,28,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
841,841,cake02|cake08|cake03|cake06|cake01|cake05,cake06-50,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
842,842,cake08|cake02|cake03|cake04,cake04-50,28,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
843,843,cake03|cake01|cake05|cake02|cake04,cake02-50,28,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
844,844,cake03|cake07|cake06|cake04|cake08,cake07-50,28,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
845,845,cake06|cake07|cake03|cake02,cake06-23|cake07-26,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
846,846,cake07|cake03|cake05|cake08|cake04|cake06,cake03-24|cake08-25,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
847,847,cake03|cake04|cake02|cake07|cake05|cake01,cake01-25|cake02-24,28,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
848,848,cake08|cake02|cake07|cake05|cake06|cake01|cake04,cake01-24|cake04-25,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
849,849,cake05|cake02|cake06|cake03|cake04|cake07,cake06-25|cake07-25,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
850,850,cake02|cake01|cake03|cake06|cake05|cake07|cake08,cake02-16|cake03-17|cake06-16,28,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
851,851,cake07|cake08|cake04|cake01|cake05|cake02,cake02-16|cake05-16|cake07-17,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
852,852,cake04|cake03|cake05|cake08|cake01|cake02|cake06,cake05-16|cake02-16|cake03-17,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
853,853,cake05|cake07|cake01,cake05-48,4,2400|2400|7200,160|160|480,1111000011110000111100000000000000000000000011110000111100001111,none
854,854,cake06|cake05|cake01,cake05-50,4,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
855,855,cake03|cake02|cake01,cake03-50,4,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
856,856,cake02|cake06|cake01,cake06-50,4,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
857,857,cake06|cake02|cake01,cake02-50,4,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
858,858,cake06|cake02|cake03,cake06-36,6,1800|1800|5400,120|120|360,0111111000111100000110000001100000011000000110000011110001111110,none
859,859,cake05|cake01|cake06,cake05-50,6,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
860,860,cake08|cake01|cake03,cake08-50,6,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
861,861,cake02|cake07|cake01,cake01-24|cake07-25,6,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
862,862,cake05|cake06|cake02,cake06-25|cake02-25,6,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
863,863,cake07|cake03|cake02|cake06|cake04,cake03-34,19,1700|1700|5100,115|115|340,0001100000111100011111101111111111111111011111100011110000011000,none
864,864,cake04|cake07|cake06|cake02|cake03,cake04-15|cake03-16|cake07-17,27,2400|2400|7200,160|160|480,0011110000111100111111111111111111111111111111110011110000111100,none
865,865,cake04|cake05|cake01|cake08|cake03,cake01-16|cake05-16|cake04-16,27,2400|2400|7200,160|160|480,0011110001111110111111111110011111100111111111110111111000111100,none
866,866,cake06|cake07|cake08|cake04,cake04-16|cake08-16|cake07-16,27,2400|2400|7200,160|160|480,0111111000111100000110000001100000011000000110000011110001111110,none
867,867,cake01|cake02|cake04|cake03|cake05,cake03-16|cake04-16|cake05-16,27,2400|2400|7200,160|160|480,1100001111000011110000111111111111111111110000111100001111000011,none
868,868,cake03|cake08|cake01|cake02|cake06,cake03-50,28,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
869,869,cake03|cake02|cake07|cake04,cake04-50,28,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
870,870,cake06|cake02|cake08|cake07|cake04,cake08-50,28,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
871,871,cake02|cake08|cake04|cake07|cake01|cake05|cake03,cake04-50,28,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
872,872,cake02|cake04|cake01|cake05|cake06|cake08|cake03,cake05-24|cake02-25,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
873,873,cake07|cake02|cake04|cake05|cake06|cake01|cake03,cake03-24|cake05-25,28,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
874,874,cake08|cake02|cake03|cake06|cake07,cake03-25|cake08-24,28,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
875,875,cake01|cake08|cake02|cake03|cake07|cake04,cake02-24|cake04-25,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
876,876,cake05|cake01|cake08|cake04,cake01-25|cake05-24,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
877,877,cake01|cake08|cake03|cake04|cake07,cake03-16|cake08-16|cake01-17,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
878,878,cake01|cake08|cake02,cake08-50,4,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
879,879,cake07|cake02|cake01,cake07-50,4,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
880,880,cake07|cake08|cake05,cake05-50,6,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
881,881,cake02|cake07|cake06,cake07-50,6,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
882,882,cake05|cake02|cake01,cake01-50,6,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
883,883,cake06|cake05|cake02,cake06-24|cake05-25,6,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
884,884,cake04|cake01|cake07|cake02|cake03|cake05,cake07-36,20,1800|1800|5400,120|120|360,1111100011111100011111100011111100011111000011110000011100000011,none
885,885,cake02|cake08|cake04|cake05,cake05-40,23,2000|2000|6000,135|135|400,1111000011110000111100000000000000000000000011110000111100001111,none
886,886,cake02|cake04|cake07|cake03|cake01|cake05,cake01-16|cake03-16|cake02-16,27,2400|2400|7200,160|160|480,0111111011111111111111111111111111111111111111111111111101111110,none
887,887,cake02|cake05|cake08|cake03|cake04|cake06|cake07,cake05-16|cake02-16|cake03-16,27,2400|2400|7200,160|160|480,0001100000111100011111101111111111111111011111100011110000011000,none
888,888,cake01|cake04|cake08|cake06|cake03|cake02,cake01-16|cake02-16|cake08-16,27,2400|2400|7200,160|160|480,0011110000111100111111111111111111111111111111110011110000111100,none
889,889,cake02|cake05|cake06|cake08,cake05-16|cake08-16|cake02-16,27,2400|2400|7200,160|160|480,0011110001111110111111111110011111100111111111110111111000111100,none
890,890,cake02|cake01|cake04|cake06|cake07,cake04-16|cake01-16|cake07-16,27,2400|2400|7200,160|160|480,0111111000111100000110000001100000011000000110000011110001111110,none
891,891,cake08|cake04|cake07|cake06|cake01,cake07-16|cake04-16|cake01-16,27,2400|2400|7200,160|160|480,1100001111000011110000111111111111111111110000111100001111000011,none
892,892,cake07|cake08|cake06|cake04|cake05|cake01,cake01-50,28,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
893,893,cake05|cake01|cake08|cake02|cake03,cake05-50,28,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
894,894,cake02|cake08|cake05|cake06,cake06-50,28,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
895,895,cake04|cake07|cake01|cake02|cake05|cake06|cake03,cake06-50,28,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
896,896,cake01|cake07|cake05|cake03|cake04|cake06|cake08,cake05-25|cake07-24,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
897,897,cake02|cake04|cake07|cake01|cake06|cake05,cake06-25|cake02-24,28,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
898,898,cake02|cake03|cake04|cake01|cake06|cake05|cake08,cake04-24|cake02-25,28,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
899,899,cake08|cake04|cake05|cake07|cake06,cake05-24|cake06-25,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
900,900,cake04|cake05|cake02|cake03|cake07,cake02-15|cake03-17|cake07-17,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
901,901,cake05|cake04|cake01|cake06|cake08|cake02|cake07,cake01-16|cake05-16|cake06-17,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
902,902,cake07|cake05|cake02|cake04|cake01|cake03,cake02-16|cake04-17|cake05-16,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
903,903,cake08|cake01|cake02,cake08-50,4,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
904,904,cake06|cake03|cake01,cake03-50,4,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
905,905,cake06|cake07|cake01,cake07-50,4,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
906,906,cake03|cake05|cake01,cake05-50,4,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
907,907,cake08|cake03|cake07,cake08-35,6,1750|1750|5250,120|120|350,1100001111000011110000111111111111111111110000111100001111000011,none
908,908,cake07|cake05|cake06,cake06-50,6,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
909,909,cake03|cake04|cake07,cake03-50,6,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
910,910,cake05|cake03|cake04,cake05-50,6,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
911,911,cake03|cake04|cake01,cake01-24|cake04-25,6,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
912,912,cake02|cake03|cake08,cake03-25|cake08-24,6,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
913,913,cake04|cake05|cake03,cake03-25|cake04-24,6,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
914,914,cake07|cake06|cake05,cake05-25|cake07-25,6,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
915,915,cake03|cake07|cake02|cake05|cake06|cake01,cake07-42,24,2100|2100|6300,140|140|420,1100001111000011110000111111111111111111110000111100001111000011,none
916,916,cake05|cake08|cake04|cake02,cake02-48,27,2400|2400|7200,160|160|480,1111100011111100011111100011111100011111000011110000011100000011,none
917,917,cake01|cake05|cake06|cake04|cake03|cake02|cake07,cake03-16|cake02-16|cake07-16,27,2400|2400|7200,160|160|480,1111000011110000111100000000000000000000000011110000111100001111,none
918,918,cake06|cake02|cake01|cake03,cake06-16|cake03-16|cake02-16,27,2400|2400|7200,160|160|480,0111111011111111111111111111111111111111111111111111111101111110,none
919,919,cake08|cake04|cake03|cake01|cake05|cake06,cake03-16|cake01-16|cake06-16,27,2400|2400|7200,160|160|480,0001100000111100011111101111111111111111011111100011110000011000,none
